coffee_id,roaster,roast,origin,100g_USD,review
165,Steady State Roasting Company,Medium-Light,Colombia,8.52,"Rich-toned, fruit-forward, sweetly tart. Pineapple, violet, cocoa nib, cedar, a hint of thyme in aroma and cup. Sweetly tart structure with vivid acidity; full, viscous mouthfeel.The fruit-toned finish leads with pineapple notes in the short, rounding to cocoa tones in the long."
153,Hula Daddy Kona Coffee,Medium-Light,Hawai'I,38.58,"Lyrically sweet, luxuriously chocolaty. Chocolate fudge, tamarind, sandalwood, narcissus, a hint of wine barrel in aroma and cup. Sweetly tart structure with vibrant, juicy acidity; plush, creamy mouthfeel. The finish resolves around chocolate fudge and tamarind with undertones of rich sandalwood."
10,Barrington Coffee Roasting,Light,Nicaragua,5.28,"Vibrant, richly sweet, clear-toned. Roasted cacao nib, ginger blossom, dried fig, sandalwood, sugar cane in aroma and cup. Lushly sweet-tart in structure with juicy acidity; crisp, velvety mouthfeel. The deep, resonant finish is flavor-laden, fulfilling the promise of the cup with spicy floral notes in the short and cocoa-toned fruit in the long."
282,RamsHead Coffee Roasters,Medium-Light,Costa Rica,6.75,"Crisply fruit-toned, richly sweet-savory. Grape candy, sassafras, almond, gardenia, agave syrup in aroma and cup. Bittersweet structure with gentle, round acidity; velvety mouthfeel. The sweet-savory finish is characterized by notes of grape candy, sassafras and almond."
210,Durango Coffee Company,Medium,Colombia,8.8,"Delicate, richly sweet, fruit-centered. Dried strawberry, baker’s chocolate, magnolia, fresh-cut fir, maple syrup in aroma and cup. Sweet-toned structure with brisk acidity; smooth, satiny mouthfeel. The finish consolidates to notes of dried strawberry and fresh-cut fir with crisp chocolate undertones."
268,PT's Coffee Roasting Co.,Medium,Colombia,16.53,"Shifting, original, startling in its giddy intricacy. Winey pine (think retsina wine), cocoa powder, green apple, Concord grape, ginger blossom, much more in aroma and cup. Sweetly and delicately pungent in structure. Lightly syrupy and almost effervescently buoyant in mouthfeel. The winey pine character and a floral sweetness carry persuasively into a crisp finish."
221,JBC Coffee Roasters,Medium-Light,Indonesia,5.0,"Deep, sweetly earth-toned. Fresh humus, pipe tobacco, persimmon, molasses, magnolia in aroma and cup. Sweet-savory structure with bright, juicy acidity; very full, syrupy mouthfeel. The finish consolidates to notes of pipe tobacco and magnolia with hints of persimmon."
339,Kona Farm Direct,Medium-Light,Hawai'I,25.17,"Juicy, bright, tropical. Pineapple, myrrh, coconut, freesia-like flowers, almond brittle in aroma and cup. Sweet-tart structure with juicy, lively acidity; plush, syrupy mouthfeel. The finish leads with notes of pineapple and freesia, rounding to almond and coconut in the long."
886,Hub Coffee Roasters,Medium-Light,Colombia,5.29,"Crisply chocolaty, deeply sweet. Baking chocolate, cashew, caramel, fresh-cut fir, oregano in aroma and cup. Sweet-toned structure with gentle, round acidity; full, syrupy mouthfeel. Gently drying finish with notes of crisp chocolate and cashew."
374,Hula Daddy Kona Coffee,Medium-Light,Hawai'I,33.05,"Spectacularly sweet and hugely aromatic. Meyer lemon marmalade, cedar, pistachio, guava, jasmine in aroma and cup. Crisply sweet/tart and massively juicy in structure; plush, buoyant mouthfeel. The juicy structure and complex aromatics persist in a long, lingering finish.   "
74,Hula Daddy Kona Coffee,Medium-Light,Hawai'I,22.02,"Floral-toned, delicately chocolaty. Lilac, cocoa nib, red currant, honey, pink grapefruit zest in aroma and cup. Richly sweet structure; bright, balanced acidity. Syrupy-smooth mouthfeel. The finish leads with cocoa nib and concludes with honey-toned red currant."
948,JBC Coffee Roasters,Medium-Light,Kenya,6.23,"Evaluated as espresso. Exquisitely aromatic: high-toned, savory and impossibly floral. Toffee, dried black currant, myrrh, lavender, fine musk in aroma and small cup. Plush, syrupy mouthfeel; big, complex finish that is equal parts sweet and savory. In cappuccino-scaled milk, a whole new mid-palate is created, something akin to a mushroom custard."
821,PT's Coffee Roasting,Medium,Colombia,16.53,"Intensely pungent, richly vibrant, deeply sweet, startlingly original. Complex spice (cinnamon, clove, nutmeg), herb (fresh cilantro, parsley), baker’s chocolate, lime zest, sweetly pungent spirits (Brazilian cachaça?) in aroma and cup. Deeply sweet and roundly tart in structure. Full, syrupy mouthfeel. The shifting, layered intrigue in the cup carries far into a long, resonant finish."
100,Paradise Roasters,Medium,Hawai'I,17.59,"Deeply sweet, chocolaty. Chocolate fudge, magnolia, almond brittle, gently scorched sandalwood, marshmallow in aroma and cup. Bittersweet structure with gentle, round acidity; full, creamy mouthfeel. Chocolaty finish with almond and sandalwood undertones. "
1024,Merge Coffee Company,Light,Ethiopia,4.7,"Berry-driven, delicately sweet, caramel-toned. Strawberry, dark caramel, tangerine zest, white tea, sandalwood in aroma and cup. Crisp, high-toned structure with juicy acidity; silky, vibrant mouthfeel. Round, sweet, fruit-toned finish."
1221,Kakalove Cafe,Medium-Light,Ethiopia,4.25,"Richly sweet-tart, complex, fruit-toned. Mulberry, cocoa nib, honeysuckle, sandalwood, nougat in aroma and cup. Sweetly tart structure with juicy, vibrant acidity; plush, syrupy mouthfeel. The resonant finish consolidates to mulberry and cocoa notes."
855,Samlin Coffee,Medium-Light,Ethiopia,7.04,"High-toned, crisply sweet-tart. Dried plum, baking chocolate, rhododendron, cedar, almond in aroma and cup. Sweetly tart with brisk acidity; velvety mouthfeel. The fruit-toned finish is supported by notes of cedar and baking chocolate."
465,Big Shoulders Coffee,Medium-Light,Panama,24.69,"Complex, floral- and citrus-toned. Lilac, cocoa nib, tangerine zest, apricot, sandalwood in aroma and cup. Delicately sweet-tart with juicy acidity; very full, syrupy mouthfeel. The deeply flavor-saturated finish resonates on and on."
452,Willoughby's Coffee & Tea,Light,Panama,26.46,"Richly aromatic, tropical. Lychee, pineapple, cocoa nib, lemon verbena, ginger blossom in aroma and cup. Sweetly tart with bright, juicy acidity; full, syrupy-smooth mouthfeel. Long, resonant, flavor-saturated finish."
786,Paradise Roasters,Light,Panama,44.09,"Lively, balanced, elegantly sweet-tart. Lime blossom, lychee, blood orange, cocoa nib, honey in aroma and cup. Gently bright structure with vibrant acidity; silky-smooth mouthfeel. Resonant, long, rich-toned finish."
819,Hula Daddy Kona Coffee,Medium-Light,Hawai'I,39.66,"Exuberantly sweet-toned, richly floral. Dark chocolate, narcissus, sandalwood, blood orange zest, cedar in aroma and cup. Sweet-toned structure with bright, fruity acidity; full, satiny mouthfeel. The finish centers around citrus, chocolate, and flowers."
394,Kakalove Cafe,Medium-Light,Kenya,5.31,"Deeply sweet-savory, energetic. Black currant, roasted cacao nib, star jasmine, almond butter, frankincense in aroma and cup. Richly sweet in structure with savory undertones and bright, lyrical acidity; full, creamy mouthfeel. Flavor-laden finish maintains the integrity of the cup well into the long."
603,Peach Coffee Roasters,Medium-Light,Colombia,8.81,"Rich-toned, elegantly sweet. Wild honey, dried apricot, lilac, myrrh, sandalwood in aroma and cup. Sweetly tart structure with juicy, bright acidity; full, syrupy-smooth mouthfeel.The finish consolidates to notes of dried apricot and myrrh with undertones of wild honey."
15,El Gran Cafe,Light,Guatemala,4.85,"Delicate, crisply sweet. Pistachio, fir, lime zest, freesia, brown sugar in aroma and cup. Sweet-toned structure with gentle acidity; velvety mouthfeel. The finish consolidates to notes of fir and lime zest."
507,Kakalove Cafe,Light,Ethiopia,5.31,"Delicately fruit-toned, sweetly herbaceous. Dried mango, cocoa nib, lemon verbena, almond, star jasmine in aroma and cup. Sweet-tart structure with gently bright acidity; full, viscous mouthfeel. Long, resounding flavor-saturated finish."
485,JBC Coffee Roasters,Medium-Light,Peru,4.76,"Rich, roundly bittersweet. Nutmeg, peach, caramel, spicy chocolate, carnation-like flowers in aroma and cup. Balanced and crisp in structure; buoyant and lightly satiny in mouthfeel. Sweet and flavor-saturated in the short finish, tapering to richly drying in the long."
766,Kakalove Cafe,Medium-Light,Ethiopia,3.89,"Elegant, deep, sweetly savory. Jasmine, sandalwood, plum, nutella-like nut and cocoa, tangerine zest in aroma and cup. High-toned, balanced structure with citrusy acidity; syrupy-smooth mouthfeel. The finish is long, resonant and flavor-saturated, carrying through on the promise of the cup."
740,Jaunt Coffee Roasters,Medium-Light,Burundi,5.88,"Delicate, balanced, sweet-toned. Baking chocolate, pear, almond, fresh-cut oak, agave syrup in aroma and cup. Brisk acidity; velvety-smooth mouthfeel. Sweetly nutty finish supported by notes of agave and oak."
1198,Temple Coffee Roasters,Medium-Light,Ethiopia,5.73,"Sweet, quietly intense, floral-toned. Rose, sandalwood, cashew, lemon verbena, a hint of mace in aroma and cup. Crisp and balanced in structure; silky mouthfeel. Flowers carry on deep into the finish."
775,1980 CAFE,Medium-Light,Ethiopia,6.34,"Gently sweet-tart. Pomegranate, orange zest, agave syrup, fir, lily in aroma and cup. Tart structure with brisk acidity; velvety mouthfeel. Gently drying, wood-framed finish."
67,Drink Coffee Do Stuff,Medium-Light,Ethiopia,6.17,"Crisply sweet, citrusy. Orange zest, cocoa powder, hazelnut, oak, maple syrup in aroma and cup. Sweet-toned structure with brisk acidity; delicate, silky mouthfeel. The gently drying finish centers on notes of cocoa-toned orange and hazelnut."
843,Soul Work Coffee,Medium-Light,Guatemala,5.88,"Crisp, delicate, sweetly herbaceous. Roasted cacao nib, lemon verbena, almond brittle, date, freesia-like flowers in aroma and cup. Sweetly tart structure with bright, citrusy acidity; delicate, silky mouthfeel. The resonant finish is crisply sweet and richly drying, with notes of lemon verbena and cocoa nib."
1067,Kakalove Cafe,Medium-Light,Taiwan,1.36,"Richly fruit-toned, deeply chocolaty. Dried raspberry, dark chocolate, pink peppercorn, amber in aroma and cup. Sweet-tart structure with juicy acidity; delicate, silky-smooth mouthfeel. The finish, centered around chocolate and berry notes, is rich, resonant and long."
325,Evie's Cafe,Light,Colombia,8.78,"Gently bright, richly floral. Raspberry, dark chocolate, macadamia nut, star jasmine, maple syrup in aroma and cup. Sweet-tart-savory structure with straightforward acidity; plush, velvety-smooth mouthfeel. Quietly juicy, round finish with notes of raspberry and dark chocolate. "
746,Coffee By Design,Light,Indonesia,4.74,"Gently fruit-toned, complex, multi-layered. Wild strawberry, honey, sandalwood, jasmine, fresh leather in aroma and cup. Sweetly tart structure with balanced, juicy acidity; very full, syrupy mouthfeel. The crisp finish centers on notes of strawberry and sandalwood with honey undertones."
1091,GK Coffee,Medium-Light,Ethiopia,38.4,"Rich, complex, very deeply sweet. Honey, lilac, guava, frankincense, cacao nib in aroma and cup. Richly sweet-tart structure with high-toned, juicy acidity; crisp, full, satiny mouthfeel. The rich-toned finish is both sweetly floral and invitingly tart."
435,San Francisco Bay Coffee,Medium-Light,Colombia,4.17,"Cocoa-toned, balanced. Cocoa powder, date, magnolia, orange zest, hazelnut in aroma and cup. Sweet in structure with gentle, round acidity; satiny-smooth mouthfeel. The gently drying finish centers around notes of cocoa powder and orange zest with undertones of magnolia."
349,Big Island Coffee Roasters,Medium-Light,Hawai'I,12.35,"Balanced, deep-toned, floral. Honeysuckle, apricot, almond butter, dark chocolate, a hint of thyme in aroma and cup. Sweet structure with comfortable, straightforward acidity; plush, viscous mouthfeel. Floral-driven finish with undertones of dark chocolate and almond."
673,Hula Daddy Kona Coffee,Medium,Hawai'I,19.82,"Enchantingly rich, intensely floral, unique. Dried black cherry, tea rose, Cognac, chocolate fudge, gently scorched almond wood in aroma and cup. Deeply sweet-savory in structure with crisp, apple-toned acidity; plump, syrupy mouthfeel. Exceptionally long finish that carries over all the aroma and flavor notes from the cup, plus an umami intrigue akin to candied bacon."
1194,Equator Coffees,Medium,Kenya,6.47,"Sweetly spice-toned, chocolaty. Intense freesia-like flowers, dark chocolate, Concord grape, roasted macadamia nut, tangerine zest in aroma and cup. Sweetly rich tart structure with juicy acidity; lightly syrupy mouthfeel. Freesia and Concord grape notes ring on into the long finish. "
964,GK Coffee,Medium-Light,Ethiopia,16.0,"High-toned, richly sweet-tart. Dried apricot, tangerine zest, almond, narcissus-like flowers, cedar in aroma and cup. Sweetly tart in structure with balanced, juicy acidity; crisp yet syrupy mouthfeel. The finish is richly bittersweet and long, centered on notes of tangerine zest and cedar."
416,Kona Love Coffee Co.,Medium-Light,Hawai'I,10.29,"Richly sweet, deep-toned. Baking chocolate, hazelnut, date, magnolia, cedar in aroma and cup. Sweet in structure with brisk acidity; satiny mouthfeel. Chocolate-toned finish with undertones of hazelnut and cedar."
763,Tico Coffee Roasters,Medium-Light,Costa Rica,5.88,"Crisp, nutty, sweetly herb-toned. Lemon balm, praline, golden raisin, baking chocolate, magnolia in aroma and cup. Richly sweet structure with balanced, high-toned acidity; crisp, satiny mouthfeel. Gently drying finish with notes of cocoa-toned raisin and praline."
116,Jackrabbit Java,Medium-Light,Panama,3.53,"Rich-toned, chocolaty, exquisitely balanced. Chocolate fudge, pink grapefruit zest, cherry, sandalwood, narcissus in aroma and cup. Sweetly tart structure with bright, juicy acidity; plush, syrupy mouthfeel. The finish consolidates to notes of chocolate fudge and citrus-toned sandalwood."
748,Moore Coffee,Medium,Kenya,5.28," Richly sweet-savory, roast-cradled. Toasted coconut, black currant, tamari-roasted almond, myrrh, lavender in aroma and cup. Sweetly savory in structure with balanced, juicy acidity; buoyant, syrupy mouthfeel. The richly drying finish consolidates to notes of lavender and tamari-roasted almond."
709,Kakalove Cafe,Medium-Light,Panama,12.74,"Crisp, sweetly tart. Concord grape, baker’s chocolate, cedar, musk, magnolia in aroma and cup. Balanced, sweet-tart in structure with juicy acidity; full, satiny mouthfeel. The resonant finish leads with fruit and floral tones, rounding to baker’s chocolate in the long. "
690,Jaunt Coffee Roasters,Light,Ethiopia,7.64,"Juicy, bright, delicate, balanced. Apricot, dark chocolate, lilac, maple syrup, almond butter in aroma and cup. Crisply sweet-tart with crisp, citrusy acidity; vibrantly silky mouthfeel. Chocolaty, fruit-toned finish with hints of lilac."
1202,Atom Coffee Roasters,Light,Ethiopia,5.82," Deeply sweet, rich-toned, juicy. Dried apricot, dark chocolate, cashew, pink grapefruit zest, magnolia in aroma and cup. Sweet-tart structure with balanced acidity; full, syrupy mouthfeel. The fruit-forward finish is balanced by notes of cashew and dark chocolate."
1177,Jaunt Coffee Roasters,Light,Ethiopia,7.35,"Brightly sweet, deeply pungent. Amber, red currant, baking chocolate, violet, cedar in aroma and cup. Sweet-toned structure with brisk acidity; crisp, silky mouthfeel. The finish consolidates around amber and currant notes with crisp chocolate undertones."
882,JBC Coffee Roasters,Medium-Light,Ethiopia,22.71,"Subtly and sweetly intense: flowers and cocoa. Lavender, cocoa, honey, candied nut, lemon zest, much more in aroma and cup. Richly and sweetly pungent in structure; light though plush and satiny in mouthfeel. A quiet, layered finish consolidates around lemon and lavender. "
895,RamsHead Coffee Roasters,Medium-Light,Guatemala,4.98,"Sweetly nut-toned. Hazelnut butter, red apple, lemon verbena, cedar, agave syrup in aroma and cup. Sweet structure with gently brisk acidity; very full, satiny mouthfeel. The nut-toned finish is supported by suggestions of lemon verbena and cedar."
1165,Balmy Day Coffee Office,Medium-Light,Costa Rica,9.04,"Spice-toned, richly sweet. Clove, caramel, red apple, honeysuckle, oak in aroma and cup. Sweet structure with brisk acidity; full, syrupy mouthfeel. Finish consolidates to notes of baking spices and caramel."
352,GK Coffee,,Brazil,4.0,"A ready-to-drink black coffee, tested cold. Dried guava, dark chocolate, frangipane, vanilla, cedar. Sweet-tart structure with crisp, juicy acidity; refreshingly silky mouthfeel. Guava and dark chocolate lead in the finish, with undertones of cedar and vanilla. Like sweet guava ice cream with a cedar edge in milk."
528,JBC Coffee Roasters,Medium-Light,Kenya,5.73,"Boldy sweet-tart, savory-edged. Dark chocolate, gooseberry, honey, lilac, hazelnut butter in aroma and cup. Sweetly tart structure with bright, juicy acidity; crisp, lively mouthfeel. The resonant finish leads with tart fruit notes in the short resolving to honey-toned florals in the long, all enveloped in dark chocolate."
357,Pro Aroma Enterprise Coffee,Medium-Light,Ethiopia,7.05,"Delicately berry-toned with savory impulses. Dried strawberry, honey, star jasmine, fresh-cut cedar, macadamia nut in aroma and cup. Sweet-savory structure with vibrant, lively acidity; very full, syrupy-smooth mouthfeel. Resonant, rich finish redolent of strawberry and star jasmine."
529,Hula Daddy Kona Coffee,Medium-Light,Hawai'I,27.76,"Balanced, complex, rich-toned. Cocoa nib, pluot, tangerine zest, star jasmine, lemon verbena in aroma and cup. Deeply sweet, high-toned structure with juicy, vibrant acidity; plush, syrupy mouthfeel. The long, resonant finish maintains the multi-layered notes from the cup."
235,Difference Coffee,,Panama,100.0,"Evaluated as espresso produced as a “ristretto” 25ml (.85-ounce) shot using a Nespresso capsule espresso brewer with whole milk heated using a conventional steam wand. Richly aromatic, floral and balanced. Jasmine, orange zest, baking chocolate, pear, cedar in aroma and small cup. Silky-smooth mouthfeel. Crisp finish leads with notes of jasmine and orange zest, with undertones of baking chocolate throughout. Chocolate notes deepen in three parts milk, as do sweet florals."
305,Sightseer Coffee,Medium,Ethiopia,5.88,"Crisply chocolaty, floral-toned. Baking chocolate, honeysuckle, dried persimmon, almond nougat, fresh-cut oak in aroma and cup. Richly sweet structure with gentle, round acidity; plush, buttery mouthfeel. Chocolaty and floral finish with undertones of almond."
371,Big Shoulders Coffee,Light,Burundi,6.17,"Spice-toned, richly sweet. Baking spices, caramel, red apple, magnolia, oak in aroma and cup. Sweet structure with brisk acidity; full, satiny mouthfeel. Finish consolidates to notes of baking spices and caramel."
408,JBC Coffee Roasters,Medium-Light,Kenya,6.47,"Resonantly sweet-tart, high-toned. Passion fruit, toffee, pink grapefruit zest, jasmine, cedar in aroma and cup. Sweet-tart structure with juicy-bright acidity; very full, syrupy mouthfeel. The long, lingering finish centers around notes of toffee and pink grapefruit zest."
900,Roadmap CoffeeWorks,Medium-Light,Ethiopia,5.86,"High-toned, elegant, balanced. Apricot, almond butter, bergamot, cedar, cocoa nib in aroma and cup. Delicately sweet structure with juicy-bright acidity; very syrupy, lively mouthfeel. Cocoa-toned finish supported by notes of apricot and almond."
872,JBC Coffee Roasters,Medium-Light,Ethiopia,5.03,"Evaluated as espresso. Bright, sweetly tart, floral- and nut-toned. Nougat, cherry, wisteria, almond wood, sweet lime in aroma and small cup. Nicely syrupy, crisp mouthfeel. The finish simplifies around an attractively tart and nutty resonance. The florals, tart elegance and rich-toned nuttiness carry with grace and delicacy into three parts milk. "
356,Monarch Coffee,Medium-Light,Hawai'I,37.04,"Crisply sweet-tart, cocoa-toned. Cocoa nib, pomegranate, freesia, almond butter, orange zest in aroma and cup. Sweet-tart structure with brisk acidity; lightly satiny mouthfeel. Cocoa-and nut-toned finish with undertones of orange zest."
176,Kakalove Cafe,Medium-Light,Ethiopia,11.33,"Provocatively sweet, richly floral, musky. Aromatic orchid, cocoa nib, finger lime, fine musk, toffee in aroma and cup. Elegantly tart in structure with bright, juicy acidity; crisp yet syrupy mouthfeel. Very long, flavor-laden finish."
1006,Hula Daddy Kona Coffee,Medium-Light,Hawai'I,27.76,"Evaluated as espresso. Richly chocolaty, sweetly nutty, subtly fruity. Nutella, dried red currant, magnolia, pink grapefruit zest, rosewood in aroma and small cup. Crisp, syrupy mouthfeel; the dessert-like finish centers around notes of Nutella and magnolia. In three parts milk, plush, flavor-saturated and lingering."
736,Kakalove Cafe,Medium,Guatemala,2.83,"Evaluated as espresso. Sweet-toned, balanced. Black cherry, fir, hazelnut, baker’s chocolate, gardenia in aroma and small cup. Full, creamy body; gentle, chocolaty finish. Dark chocolate notes are amplified in three parts milk, with notes of black cherry and hazelnut underneath."
26,Felala Coffee Lab,Medium-Light,Ethiopia,5.1,"Evaluated as espresso. Juicy, richly aromatic, sweetly tart. Dark chocolate, pomegranate, sandalwood, lilac, blood orange zest in aroma and small cup. Syrupy-smooth mouthfeel; long, flavor-saturated finish. High-toned and chocolaty in three parts milk, supported by elegant floral and rich aromatic wood notes."
730,Bird Rock Coffee Roasters,Medium-Light,Ethiopia,5.88,"Richly sweet-tart, fruit-forward. Dried raspberry, dark chocolate, almond brittle, thyme, lemon verbena in aroma and cup. Brightly sweet with juicy acidity; satiny-smooth mouthfeel. Resonant, flavor-laden finish."
675,modcup coffee,Medium-Light,Colombia,7.94,"Richly sweet-savory, fruit-forward, juicy. Dried pineapple, dark chocolate, wine barrel, magnolia, hop flowers in aroma and cup. Richly sweet-savory structure with high-toned acidity; plush, viscous mouthfeel. The fruit-driven finish is complicated by notes of wine barrel and magnolia. "
1206,Paradise Roasters,Medium-Light,Ethiopia,5.81,"Sweet, soft, gently tart-pungent. Buttery dark chocolate, cashew butter, lemon drop, date, orange blossom in aroma and cup. Balanced and roundly complete in taste structure; syrupy but buoyant in mouthfeel. Chocolate and lemon in particular persist in a deep, lasting finish."
526,Red Rooster Coffee Roaster,Medium-Light,Ethiopia,5.29,"Delicately floral and fruit-toned. Honeysuckle, honeydew melon, lemon verbena, roasted cacao nib, frankincense in aroma and cup. Sweet-tart structure with playful, bright acidity; full, satiny mouthfeel. The richly sweet finish consolidates to cocoa-toned honeysuckle and melon."
815,modcup coffee,Medium-Light,Ethiopia,7.35,"Complexly fruit-toned, chocolaty. Dried blueberry, watermelon candy, chocolate fudge, almond, sandalwood in aroma and cup. Sweet-tart structure with winy acidity; full, syrupy mouthfeel. The rich-toned finish consolidates to blueberry, chocolate fudge, and sandalwood."
978,PT's Coffee Roasting Co.,Light,Ethiopia,6.32,"Subtly complex, nuanced, high-toned. Mulberry, cocoa nib, tangerine zest, thyme, agave syrup in aroma and cup. Sweet-tart structure with bright, juicy acidity; plush, viscous mouthfeel. The resonant, flavor-saturated finish carries forward all the flavor notes from the cup."
471,Dragonfly Coffee Roasters,Medium-Light,Ethiopia,5.88,"Fruit-toned, sweetly tart. Ripe raspberry, lemon zest, dark chocolate, cedar, magnolia in aroma and cup. Tart-leaning structure with juicy acidity; full, syrupy mouthfeel. The resonant finish leads with raspberry and citrus notes in the short, modulating to dark chocolate and cedar in the long."
992,Red Rooster Coffee Roaster,Medium-Light,Ethiopia,5.73,"Deeply and richly sweet, chocolate- and berry-toned. Blackberry, dark chocolate fudge, almond nougat, agave syrup, fresh-cut cedar in aroma and cup. Sweet-toned structure with juicy-bright acidity; very full, satiny mouthfeel. The crisp finish consolidates to notes of dark chocolate fudge and blackberry."
702,Lexington Coffee Roasters,Medium-Light,Colombia,5.57,"Sweetly fruit- and nut-toned. Plum, pistachio, magnolia, baking chocolate, oak in aroma and cup. Crisply sweet structure with brisk acidity; velvety-smooth mouthfeel. The finish consolidates to suggestions of plum, pistachio and oak."
450,Paradise Roasters,Light,Colombia,7.33,"Floral, citrusy, delicate yet deeply sweet. Honeysuckle, blood orange, sugar cane, nougat, cocoa nib in aroma and cup. Sweetly tart structure with high-toned, juicy acidity; plush, lively mouthfeel. The crisp finish centers around notes of honeysuckle, blood orange and cocoa nib."
52,Back Home Coffee,Medium-Light,Brazil,5.92,"Delicate, sweet-toned, softly bright and balanced. Caramel, vanilla bean, cedar, almond, candied lemon zest in aroma and cup. Gently brisk in structure, light in mouthfeel. Sweet citrus framed by aromatic cedar carry into a short but pleasing finish."
289,Kakalove Cafe,Medium-Light,Panama,16.99,"Uniquely sweet-tart, lactic-leaning. Pink grapefruit zest, goat cheese, lilac, honey, oak in aroma and cup. Balanced, intricately layered structure with complex, richly tart acidity; hefty, syrupy-smooth mouthfeel. Rich, long, citrusy finish with honey undertones."
940,Broadsheet Coffee,Medium-Light,Ethiopia,6.17,"Fruit-forward, sweetly herbaceous. Raspberry coulis, lemon verbena, cacao nib, sandalwood, freesia-like flowers in aroma and cup. Crisply sweet-tart structure with brisk acidity; satiny-smooth mouthfeel. The finish consolidates to raspberry and cocoa with a sandalwood throughline underneath."
1235,GK Coffee,Medium-Light,Ethiopia,8.8,"Richly bittersweet, complex, fruit-driven. Chocolate fudge, dried apricot, candied mandarin zest, pistachio brittle, narcissus in aroma and cup. Invitingly bittersweet structure with high-toned, lively acidity; crisp, satiny mouthfeel. The finish centers around notes of chocolate fudge and dried apricot, with undertones of bittersweet mandarin zest into the long. "
41,Paradise Roasters,Light,Colombia,9.96,"Very sweet, floral-toned. Freesia, pink grapefruit zest, wild honey, guava, oak in aroma and cup. Balanced, richly sweet structure with high-toned acidity; viscous, satiny mouthfeel. The flavor-saturated finish centers around notes of freesia and pink grapefruit zest."
421,El Gran Cafe,Light,Guatemala,4.85,"Balanced, richly bittersweet. Cocoa powder, prairie flowers, date, lily, fresh-cut oak in aroma and cup. Savory-sweet structure with bittersweet acidity; full, syrupy mouthfeel. The gently drying finish centers around notes of cocoa powder and fir."
923,Jaunt Coffee Roasters,Medium-Light,Colombia,14.11,"Sweetly tart, delicately fermenty. Notes suggesting Jolly Rancher, chocolate fudge, rum barrel, baking spices, sandalwood in aroma and cup. Sweet structure with gentle, round acidity; velvety mouthfeel. Sweetly fermenty finish with crisp chocolate fudge notes throughout."
1129,A.R.C.,Medium-Light,Ethiopia,6.87,"Rich, sweet-toned, balanced. Nougat, pink peppercorn, lemongrass, roasted cacao nib, tea rose in aroma and cup. Floral-toned, bittersweet structure; delicate, satiny mouthfeel. Notes of aromatic wood and spice-toned florals carry the gently drying finish."
518,Dragonfly Coffee Roasters,Medium-Light,Rwanda,7.05,"Spiced-toned, richly floral. Wisteria, sweet lime zest, date, white peppercorn, cocoa powder in aroma and cup. Sweet-tart structure with punchy acidity; crisp, lively, satiny mouthfeel. The short finish suggests a cannabis-like pungency, while cocoa and wisteria notes carry into the long."
664,CofFeeling,Medium-Light,Colombia,3.52,"Evaluated as espresso. Richly sweet, crisply chocolaty. Dark chocolate, date, magnolia, oak, a hint of marjoram in aroma and small cup. Satiny mouthfeel; crisp, chocolaty finish. In cappuccino-scaled milk, deep chocolate notes are further animated, as are magnolia-like florals."
595,Revel Coffee,Medium-Light,Costa Rica,6.76,"Rich, complex, multi-layered. Sweet baking spices, cocoa powder, lemon zest, lilac, sandalwood in aroma and cup. Deeply sweet structure with apple-like malic acidity; lush, syrupy mouthfeel. The finish leads with sweet baking spices and cocoa powder."
767,Kakalove Cafe,Medium-Light,Guatemala,3.89,"Evaluated as espresso. Chocolaty, floral-toned. Plumeria, baker’s chocolate, tangerine zest, fresh-cut cedar, tamarind in aroma and small cup. Crisp, syrupy mouthfeel; sweetly tart finish with notes of tamarind and baker’s chocolate. In three parts milk, rich chocolate tones provide ballast for tart tamarind, and plumeria notes elevate the whole with pervasive sweetness."
484,Paradise Roasters,Light,Panama,22.0,"Delicately sweet-savory, elegantly herb-toned. Tarragon, lilac, nectarine, lemon balm, amber in aroma and cup. Brightly sweet with juicy, vibrant acidity; plush, satiny mouthfeel. The complex, richly nuanced finish centers around lilac and tarragon with nectarine and amber undertones. "
752,Quartet Kaffe,Medium,Ethiopia,9.6,"Richly, sweetly tart, deeply chocolaty. Dark chocolate fudge, grape candy, sandalwood, violet, magnolia in aroma and cup. Tartly sweet structure with vibrant, juicy acidity; creamy, plush mouthfeel. The long, resonant finish centers on grape candy and chocolate fudge, with a backgrounded sandalwood."
73,El Gran Cafe,Medium-Light,Guatemala,4.85,"Bright, deeply chocolaty. Dark chocolate, grapefruit zest, plum, hazelnut, thyme in aroma and cup. Sweet-tart structure with juicy acidity; full, satiny mouthfeel. Chocolaty, nut-toned finish with undertones of fresh-cut thyme."
433,Barrington Coffee Roasting,Light,Ethiopia,16.15,"High-toned, floral-driven, lyrically sweet. Wisteria, Keemun tea, white nectarine, fresh-cut basil, pink peppercorn in aroma and cup. Impeccably crystalline, balanced structure with buoyant acidity; delicately satiny mouthfeel. Very long, integrated, satisfying finish, with fruit and floral notes singing into the long."
1002,Simon Hsieh’s Aroma Roast Coffees,Medium-Dark,Ethiopia,9.2,"Evaluated as espresso. Intensely chocolaty, vivaciously fruit-toned. Dark chocolate, narcissus, pie cherry, molasses, sandalwood in aroma and small cup. Rich, syrupy mouthfeel. A resonant finish leads with cherry and narcissus notes in the short and sandalwood-toned chocolate in the long. In three parts milk, dark chocolate envelopes deeply stated fruit and floral notes. "
